id,school,unit,description,participating,operating_weeks,degree,credit,year_began,url,location,lng,lat,connections,connections_notes,image_url,comment
MC13,Middlebury College,Rohatyn Center for Global Affairs,"The Rohatyn Center for Global Affairs (RCGA) is Middlebury College’s flagship site for the production and dissemination of knowledge about international and global issues. It reaches across boundaries of language, culture, and geography.",,,no,no,1980,http://www.middlebury.edu/international/rcga,"Middlebury, Vermont",44.0019,-73.1456,,,http://sandcat.middlebury.edu/palladio/newpalladio/thumbnails/Study%20Abroad/mdl_college_left_blue.jpg,
MC14,Middlebury College,Early Assurance Premed Program,Exceptionally well-qualified students may be considered for a special early-admissions program during the sophomore year.,100,42,no,no,2001,http://sites.middlebury.edu/hpandstem/early-assurance-programs/,"Middlebury, Vermont",44.0019,-73.1456,,,http://sandcat.middlebury.edu/palladio/newpalladio/thumbnails/Study%20Abroad/mdl_college_left_blue.jpg,
MC15,Middlebury College,"Preprofessional Programs (medical, dental, veterinary)",This office offers a number of opportunities for students to prepare for a career in health professions or one of the STEM fields.,100,42,no,no,1995,http://sites.middlebury.edu/hpandstem/,"Middlebury, Vermont",44.0019,-73.1456,,,http://sandcat.middlebury.edu/palladio/newpalladio/thumbnails/Study%20Abroad/mdl_college_left_blue.jpg,
MC16,Middlebury College,ROTC,"Upon graduation from college and completion of Army Reserve Officers' Training Corps, students earn the bar of a Second Lieutenant and serve in the Active Army, the Army Reserve or the Army National Guard and become leaders for life.",50,42,no,no,1837,http://www.middlebury.edu/studentlife/cci/exploration/rotc/faq/node/476616,"Middlebury, Vermont",44.0019,-73.1456,,,http://sandcat.middlebury.edu/palladio/newpalladio/thumbnails/Study%20Abroad/mdl_college_left_blue.jpg,
MC17,Middlebury College,Center for the Comparative Study of Race & Ethnicity,The Center for the Comparative Study of Race and Ethnicity serves the Middlebury College community through its support for pedagogy and research that employs interdisciplinary approaches towards the understanding of formations of race and ethnicity. ,100,52,no,no,2014,http://www.middlebury.edu/offices/academic/ccsre,"Middlebury, Vermont",44.0019,-73.1456,,,http://sandcat.middlebury.edu/palladio/newpalladio/thumbnails/Study%20Abroad/mdl_college_left_blue.jpg,
MC18,Middlebury College,"Center for Teaching, Learning & Research","The Center for Teaching, Learning & Research fosters teaching excellence, effective student learning, innovative research and collaborative engagement across the Middlebury community.",600,52,no,no,1970,http://www.middlebury.edu/academics/resources/ctlr,"Middlebury, Vermont",44.0019,-73.1456,,,http://sandcat.middlebury.edu/palladio/newpalladio/thumbnails/Study%20Abroad/mdl_college_left_blue.jpg,
MC19,Middlebury College,CTLR Undergraduate Research,"The Center for Teaching, Learning & Research fosters teaching excellence, effective student learning, innovative research and collaborative engagement across the Middlebury community.",600,52,no,no,1970,http://www.middlebury.edu/academics/resources/ctlr/students/uro,"Middlebury, Vermont",44.0019,-73.1456,,,http://sandcat.middlebury.edu/palladio/newpalladio/thumbnails/Study%20Abroad/mdl_college_left_blue.jpg,
MC20,Middlebury College,CTLR Fellowships,"The Center for Teaching, Learning & Research fosters teaching excellence, effective student learning, innovative research and collaborative engagement across the Middlebury community.",600,52,no,no,1970,http://www.middlebury.edu/academics/resources/ctlr/students/fellowships,"Middlebury, Vermont",44.0019,-73.1456,,,http://sandcat.middlebury.edu/palladio/newpalladio/thumbnails/Study%20Abroad/mdl_college_left_blue.jpg,
MC21,Middlebury College,Digital Liberal Arts,The Digital Liberal Arts Initiative (DLA) is a campus-wide opportunity for faculty to explore the digital methods that are changing scholarship in the Humanities and the Arts.,60,52,no,no,2014,http://sites.middlebury.edu/dla/,"Middlebury, Vermont",44.0019,-73.1456,,,http://sandcat.middlebury.edu/palladio/newpalladio/thumbnails/Study%20Abroad/mdl_college_left_blue.jpg,
MC22,Middlebury College,Professors of the Practice,,10,52,no,no,2013,,"Middlebury, Vermont",44.0019,-73.1456,,,http://sandcat.middlebury.edu/palladio/newpalladio/thumbnails/Study%20Abroad/mdl_college_left_blue.jpg,
MC24,Middlebury College,Clifford Symposium,,,,no,no,,,"Middlebury, Vermont",44.0019,-73.1456,10A,MIIS faculty may participate in and assist with Symposium planning,http://sandcat.middlebury.edu/palladio/newpalladio/thumbnails/Study%20Abroad/mdl_college_left_blue.jpg,
MC25,Middlebury College,Middlebury in D.C.,"Our office in Washington gives students, faculty and staff from Middlebury College and the Middlebury Institute of International Studies, at Monterey access to a wealth of resources in the nation's capital.",,,no,no,,http://www.middlebury.edu/offices/dc,"Washington, DC",38.9021614,-77.0322943,6A;7A;9D;17A;19A,MC winter term course field trips to DC,http://sandcat.middlebury.edu/palladio/newpalladio/thumbnails/Study%20Abroad/mdl_college_left_blue.jpg,
MC26,Middlebury College,Digital/Online Learning,,,,,,,,,,,13A,Videoconferenced courses and special events shared between MC and MIIS,http://sandcat.middlebury.edu/palladio/newpalladio/thumbnails/Study%20Abroad/mdl_college_left_blue.jpg,
MC27,Middlebury College,Winter Term courses,,,,,,,,,,,6A;11A,MC winter term course field trips to DC;MC and MIIS faculty teach WT at different campuses,http://sandcat.middlebury.edu/palladio/newpalladio/thumbnails/Study%20Abroad/mdl_college_left_blue.jpg,
MC23,Middlebury College,Innovation & Engagement Center for Social Entrepreneurship,"Based on our conviction that social entrepreneurship education is integral to the 21st-century liberal arts, we offer students, faculty, staff, and alumni opportunities to reflect, connect, analyze, and engage with the world.",80,42,no,no,2011,http://mcse.middlebury.edu/,"Middlebury, Vermont",44.0019,-73.1456,,,http://sandcat.middlebury.edu/palladio/newpalladio/thumbnails/Study%20Abroad/mdl_college_left_blue.jpg,
MI0,Middlebury Institute of International Studies at Monterey,"Undergraduate, Graduate, Certificate and non-degree programs","MIIS students study international business, environment, management, conflict resolution, social change, trade and diplomacy, development, nonproliferation and terrorism studies, translation and interpretation, language teaching, and international education.",100,52,yes,yes,1955,http://www.miis.edu/academics/programs/bachelor-international-studies,"Monterey, California",36.595638,-121.884804,1A;1B;1C;8A;10A;11A;13A;9D,MAIEM practica at Schools Abroad | MA enrollment at MIIS by SA alums | MC and MIIS faculty teach WT at different campuses | MIIS faculty may participate in and assist with Symposium planning,http://sandcat.middlebury.edu/palladio/newpalladio/thumbnails/Study%20Abroad/Monterey%20shield.png,
MI1,Middlebury Institute of International Studies at Monterey,BA in International Studies,"MIIS students study international business, environment, management, conflict resolution, social change, trade and diplomacy, development, nonproliferation and terrorism studies, translation and interpretation, language teaching, and international education.",100,52,yes,yes,1955,http://www.miis.edu/academics/programs/bachelor-international-studies,"Monterey, California",36.595638,-121.884804,,,http://sandcat.middlebury.edu/palladio/newpalladio/thumbnails/Study%20Abroad/Monterey%20shield.png,
MI2,Middlebury Institute of International Studies at Monterey,Joint MA/BA in International Studies,The Joint Bachelor of Arts in International Studies (BAIS) and Master of Arts (MA) degree program is designed for students who have completed the first two years of undergraduate coursework and would like to earn a bachelor's degree on the path to a master's degree.,100,52,yes,yes,1955,http://www.miis.edu/academics/programs/bama,"Monterey, California",36.595638,-121.884804,,,http://sandcat.middlebury.edu/palladio/newpalladio/thumbnails/Study%20Abroad/Monterey%20shield.png,
MI3,Middlebury Institute of International Studies at Monterey,Master's programs,"The Institute offers professional graduate programs, certificate and short-term programs, as well as a wide variety of language learning options. We educate and prepare students to be global changemakers.",100,52,yes,yes,1955,http://www.miis.edu/academics,"Monterey, California",36.595638,-121.884804,15A,MA enrollments at MIIS by MC alums,http://sandcat.middlebury.edu/palladio/newpalladio/thumbnails/Study%20Abroad/Monterey%20shield.png,
MI4,Middlebury Institute of International Studies at Monterey,Joint MBA/MA in International Environmental Policy,"We provide a strong academic foundation that combines sustainability science, economics and finance",100,52,yes,yes,1955,http://www.miis.edu/academics/programs/joint-dual-degree/green-business,"Monterey, California",36.595638,-121.884804,,,http://sandcat.middlebury.edu/palladio/newpalladio/thumbnails/Study%20Abroad/Monterey%20shield.png,
MI5,Middlebury Institute of International Studies at Monterey,Joint MPA/MA in International Education Management,Our joint master's degree program offers a multi-disciplinary approach to education within the international development context. Students gain practical skills and tools while building in-depth management competencies for educational settings of all types.,100,52,yes,yes,1955,http://www.miis.edu/academics/programs/education-management/joint-degree,"Monterey, California",36.595638,-121.884804,,,http://sandcat.middlebury.edu/palladio/newpalladio/thumbnails/Study%20Abroad/Monterey%20shield.png,
MI6,Middlebury Institute of International Studies at Monterey,Professional Development/Certificate Programs,"We offer professional development and certificate programs for professionals, business executives, students and community members.\",100,52,no,yes,1955,http://www.miis.edu/academics/short,"Monterey, California",36.595638,-121.884804,17A,,http://sandcat.middlebury.edu/palladio/newpalladio/thumbnails/Study%20Abroad/Monterey%20shield.png,
MI7,Middlebury Institute of International Studies at Monterey,Language Programs,Language and intercultural communication lie at the very heart of the Institute's mission. We teach students to view language as a way to connect and facilitate dialogue between different peoples and cultures.,100,52,no,yes,1955,http://www.miis.edu/academics/language,"Monterey, California",36.595638,-121.884804,4A;5B,MC international undergraduates have attended MIIS to strengthen language skills,http://sandcat.middlebury.edu/palladio/newpalladio/thumbnails/Study%20Abroad/Monterey%20shield.png,
MI8,Middlebury Institute of International Studies at Monterey,Student Exchange Programs,We have established partnerships with prestigious international universities to provide students with more opportunities for higher-language development and cultural immersion.,20,36,yes,yes,1955,http://www.miis.edu/academics/monterey-abroad/exchange-program,"Monterey, California",36.595638,-121.884804,,,http://sandcat.middlebury.edu/palladio/newpalladio/thumbnails/Study%20Abroad/Monterey%20shield.png,
MI9,Middlebury Institute of International Studies at Monterey,Center for the Blue Economy,"The new Center for the Blue Economy leverages Monterey Bay-area marine science resources and complements them with rigorous economic and policy analysis. It offers graduate students a concentration in ocean and coastal resource management, and serves as a research hub.",32,52,no,yes,1955,http://www.miis.edu/giving/initiatives/center-blue-economy,"Monterey, California",36.595638,-121.884804,,,http://sandcat.middlebury.edu/palladio/newpalladio/thumbnails/Study%20Abroad/Monterey%20shield.png,
MI10,Middlebury Institute of International Studies at Monterey,Center for Social Impact Learning,The Center for Social Impact Learning (CSIL) provides relevant learning and research programming for students interested in exploring and developing careers in social enterprise and impact investment management.,20,52,no,yes,1955,http://www.miis.edu/academics/researchcenters/social-impact,"Monterey, California",36.595638,-121.884804,,,http://sandcat.middlebury.edu/palladio/newpalladio/thumbnails/Study%20Abroad/Monterey%20shield.png,
MI11,Middlebury Institute of International Studies at Monterey,Center for Conflict Studies,"Center for Conflict Studies works on understanding conflicts, developing tools and skills to resolve conflicts, and Peacebuilding in post-war societies.",30,52,no,yes,1955,http://www.miis.edu/academics/researchcenters/conflict-studies,"Monterey, California",36.595638,-121.884804,7A,MC Poli Sci students attended DC workshops organized by CNS,http://sandcat.middlebury.edu/palladio/newpalladio/thumbnails/Study%20Abroad/Monterey%20shield.png,
MI12,Middlebury Institute of International Studies at Monterey,Center for East Asian Studies,"The Center for East Asian Studies (CEAS) sponsors research, lectures, and seminars on subjects relating to East Asia. ",41,52,no,yes,1955,http://www.miis.edu/academics/researchcenters/eastasian,"Monterey, California",36.595638,-121.884804,,,http://sandcat.middlebury.edu/palladio/newpalladio/thumbnails/Study%20Abroad/Monterey%20shield.png,
MI13,Middlebury Institute of International Studies at Monterey,James Martin Center for Nonproliferation Studies,CNS strives to combat the spread of weapons of mass destruction (WMD). It is the largest nongovernmental organization in the United States devoted exclusively to research and training on nonproliferation issues.,150,52,no,yes,1955,http://www.nonproliferation.org/,"Monterey, California",36.595638,-121.884804,,,http://sandcat.middlebury.edu/palladio/newpalladio/thumbnails/Study%20Abroad/Monterey%20shield.png,
MI14,Middlebury Institute of International Studies at Monterey,Monterey Terrorism Research and Education Program,MonTREP has three main goals: to research topics related to terrorism studies and extremist movements; to educate students about the history and trends of these groups; and to generate policy recommendations that can guide professionals in counterterrorism and related fields. ,24,36,no,yes,1955,http://www.miis.edu/academics/researchcenters/terrorism,"Monterey, California",36.595638,-121.884804,,,http://sandcat.middlebury.edu/palladio/newpalladio/thumbnails/Study%20Abroad/Monterey%20shield.png,
MI15,Middlebury Institute of International Studies at Monterey,Student Organizations,"There are many opportunities for students to get involved: student clubs, Student Council or even our very own MIIS Fútbol team and more!",250,36,no,no,1955,http://www.miis.edu/student-life/clubs,"Monterey, California",36.595638,-121.884804,,,http://sandcat.middlebury.edu/palladio/newpalladio/thumbnails/Study%20Abroad/Monterey%20shield.png,
LS1,Middlebury Language Schools,Arabic,"Advanced proficiency in Arabic is in high demand by both academic institutions and employers in all sectors. The Arabic School’s MA degree program, established in 2012, promises to produce teachers, specialists, and scholars with high degrees of fluency in the Arabic language and Arab culture.",50,8,yes,yes,1915,http://www.middlebury.edu/ls/grad_programs/arabic,"Middlebury, Vermont",44.0019,-73.1456,,,http://sandcat.middlebury.edu/palladio/newpalladio/thumbnails/Study%20Abroad/language%20pledge.jpg,
LS2,Middlebury Language Schools,Chinese,"With its long tradition of academic excellence, the Chinese School offers its students a unique, unparalleled opportunity to learn Chinese language and culture.",50,8,yes,yes,1915,http://www.middlebury.edu/ls/grad_programs/chinese,"Middlebury, Vermont",44.0019,-73.1456,,,http://sandcat.middlebury.edu/palladio/newpalladio/thumbnails/Study%20Abroad/language%20pledge.jpg,
LS3,Middlebury Language Schools,French,The French School reflects the diversity and richness of both France and the greater Francophone world.,50,8,yes,yes,1915,http://www.middlebury.edu/ls/grad_programs/french,"Middlebury, Vermont",44.0019,-73.1456,,,http://sandcat.middlebury.edu/palladio/newpalladio/thumbnails/Study%20Abroad/language%20pledge.jpg,
LS4,Middlebury Language Schools,German,"Founded in 1915 as the first of the Language Schools, the German School has decades of experience in helping students achieve true fluency in German language and culture.",50,8,yes,yes,1915,http://www.middlebury.edu/ls/grad_programs/german,"Middlebury, Vermont",44.0019,-73.1456,,,http://sandcat.middlebury.edu/palladio/newpalladio/thumbnails/Study%20Abroad/language%20pledge.jpg,
LS5,Middlebury Language Schools,Hebrew,"Opened in the summer of 2008, the School of Hebrew combines the best of two worlds—a time-tested curriculum and an immersion-learning environment for which the Language Schools have been celebrated for nearly a century.",50,8,yes,yes,2008,http://www.middlebury.edu/ls/grad_programs/hebrew,"Middlebury, Vermont",44.0019,-73.1456,,,http://sandcat.middlebury.edu/palladio/newpalladio/thumbnails/Study%20Abroad/language%20pledge.jpg,
LS6,Middlebury Language Schools,Italian,"The Italian School offers a teacher-to-student ratio that is one of the lowest in academia, presenting you with a unique opportunity to acquire and expand your skills under the constant guidance of some of the world’s most experienced and dedicated instructors.",50,8,yes,yes,1915,http://www.middlebury.edu/ls/grad_programs/italian,"Middlebury, Vermont",44.0019,-73.1456,,,http://sandcat.middlebury.edu/palladio/newpalladio/thumbnails/Study%20Abroad/language%20pledge.jpg,
LS7,Middlebury Language Schools,Japanese,In the Japanese School you'll experience a program that engages you at your current level while propelling you on to the next. ,50,8,yes,yes,1915,http://www.middlebury.edu/ls/japanese,"Middlebury, Vermont",44.0019,-73.1456,,,http://sandcat.middlebury.edu/palladio/newpalladio/thumbnails/Study%20Abroad/language%20pledge.jpg,
LS8,Middlebury Language Schools,Korean,The School of Korean opened in 2015 at the Mills Campus. Korean is the 11th language offered at the summer Language Schools.,50,8,yes,yes,1915,http://www.middlebury.edu/ls/schoolofkorean,"Middlebury, Vermont",44.0019,-73.1456,,,http://sandcat.middlebury.edu/palladio/newpalladio/thumbnails/Study%20Abroad/language%20pledge.jpg,
LS9,Middlebury Language Schools,Russian,"Recognized as one of the world's best Russian language programs, the Davis School of Russian has been offering its unique blend of cultural and language immersion for 68 years.",50,8,yes,yes,1915,http://www.middlebury.edu/ls/grad_programs/russian,"Middlebury, Vermont",44.0019,-73.1456,,,http://sandcat.middlebury.edu/palladio/newpalladio/thumbnails/Study%20Abroad/language%20pledge.jpg,
LS10,Middlebury Language Schools,Spanish,"At the Spanish School, we believe that engaging your mind with topics of interest—from history and the arts to current events and cooking—is the best way to tap into the motivation you need to succeed.",50,8,yes,yes,1915,http://www.middlebury.edu/ls/grad_programs/spanish,"Middlebury, Vermont",44.0019,-73.1456,,,http://sandcat.middlebury.edu/palladio/newpalladio/thumbnails/Study%20Abroad/language%20pledge.jpg,
LS11,Middlebury Language Schools,Graduate Programs,"At Middlebury, students work with some of the world's leading academic language professionals and learn alongside motivated peers who share an appetite for linguistic achievement. Students earn a master's degree in one summer plus an academic year, or in just four summers on campus.",150,8,yes,yes,1915,http://www.middlebury.edu/ls/grad_programs,"Middlebury, Vermont",44.0019,-73.1456,1B;3A;5C;12A;18A,MC faculty have taught in Language Schools,http://sandcat.middlebury.edu/palladio/newpalladio/thumbnails/Study%20Abroad/language%20pledge.jpg,
ES1,Middlebury School of the Environment,Middlebury School of the Environment,Middlebury College’s School of the Environment is a 6-week summer environmental studies program. The defining feature of the program is environmental leadership training.,26,6,no,yes,2014,http://www.middlebury.edu/environment,"Middlebury, Vermont",44.0019,-73.1456,,,http://sandcat.middlebury.edu/palladio/newpalladio/Thumbnails/MCSOE.jpg,
